2023-10-15 12:20:53,579: OSError: write error
2023-12-06 06:35:35,543: OSError: write error
2023-12-06 06:35:35,806: OSError: write error
2023-12-06 06:35:36,059: OSError: write error
2023-12-06 06:35:36,317: OSError: write error
2023-12-06 06:35:36,584: OSError: write error
2023-12-06 06:35:36,841: OSError: write error
2023-12-06 06:35:37,087: OSError: write error
2023-12-06 06:35:37,342: OSError: write error
2023-12-06 06:35:37,601: OSError: write error
2023-12-06 06:35:37,904: OSError: write error
2023-12-06 06:35:38,163: OSError: write error
2023-12-06 06:35:38,472: OSError: write error
2023-12-06 06:35:38,723: OSError: write error
2023-12-06 06:35:38,972: OSError: write error
2023-12-06 06:35:39,219: OSError: write error
2023-12-06 06:35:39,483: OSError: write error
2023-12-06 06:35:39,768: OSError: write error
2023-12-06 06:35:40,069: OSError: write error
2023-12-06 06:35:40,315: OSError: write error
2023-12-06 06:35:40,560: OSError: write error
2023-12-06 06:35:40,828: OSError: write error
2023-12-06 06:35:41,105: OSError: write error
2023-12-06 06:35:41,379: OSError: write error
2023-12-06 06:35:41,634: OSError: write error
2023-12-06 06:35:41,954: OSError: write error
2023-12-06 06:35:42,202: OSError: write error
2023-12-06 06:35:42,446: OSError: write error
2023-12-06 06:35:42,712: OSError: write error
2023-12-06 06:35:42,959: OSError: write error
2023-12-06 06:35:43,273: OSError: write error
2023-12-06 06:35:43,531: OSError: write error
2023-12-06 06:35:43,782: OSError: write error
2023-12-06 06:35:44,025: OSError: write error
2023-12-06 06:35:44,275: OSError: write error
2023-12-06 06:35:44,532: OSError: write error
2023-12-06 06:35:44,787: OSError: write error
2023-12-06 06:35:45,358: OSError: write error
2023-12-06 06:35:45,623: OSError: write error
2023-12-06 06:35:45,877: OSError: write error
2023-12-06 06:35:46,124: OSError: write error
2023-12-06 06:35:46,390: OSError: write error
2023-12-06 06:35:46,677: OSError: write error
2023-12-06 06:35:46,977: OSError: write error
2023-12-06 06:35:47,267: OSError: write error
2023-12-06 06:35:47,540: OSError: write error
2023-12-06 06:35:47,791: OSError: write error
2023-12-06 06:35:48,086: OSError: write error
2023-12-06 06:35:48,341: OSError: write error
2023-12-06 06:35:48,592: OSError: write error
2023-12-06 06:35:48,857: OSError: write error
2023-12-06 06:35:49,124: OSError: write error
2023-12-06 06:35:49,383: OSError: write error
2023-12-06 06:35:49,636: OSError: write error
2023-12-06 06:35:49,935: OSError: write error
2023-12-06 06:35:50,183: OSError: write error
2023-12-06 06:35:50,440: OSError: write error
2023-12-06 06:35:50,746: OSError: write error
2023-12-06 06:35:51,003: OSError: write error
2023-12-06 06:35:51,253: OSError: write error
2023-12-06 06:35:51,512: OSError: write error
2023-12-06 06:35:51,823: OSError: write error
2023-12-06 06:35:52,079: OSError: write error
2023-12-06 06:35:52,324: OSError: write error
2023-12-06 06:35:52,604: OSError: write error
2023-12-06 06:35:52,885: OSError: write error
2023-12-06 06:35:53,129: OSError: write error
2023-12-06 06:35:53,381: OSError: write error
2023-12-06 06:35:53,641: OSError: write error
2023-12-06 06:35:54,048: OSError: write error
2023-12-06 06:35:54,290: OSError: write error
2023-12-06 06:35:54,594: OSError: write error
2023-12-06 06:35:54,838: OSError: write error
2023-12-06 06:35:55,133: OSError: write error
2023-12-06 06:35:55,383: OSError: write error
2023-12-06 06:35:55,635: OSError: write error
2023-12-06 06:35:55,900: OSError: write error
2023-12-06 06:35:56,185: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:56,202: OSError: write error
2023-12-06 06:35:56,472: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:56,719: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:56,971: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:58,249: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:58,890: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:35:59,484: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:08,638: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:16,221: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:24,488: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:25,370: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:27,004: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:35,975: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:36:45,006: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:37:11,059: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:37:14,728: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:37:45,335: Exception on / [GET]
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 49, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 57, in get_news
    box = req.json()['articles']
KeyError: 'articles'
**NO MATCH**
During handling of the above exception, another exception occurred:
**NO MATCH**
Traceback (most recent call last):
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 2077, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1525, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1523, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/local/lib/python3.9/site-packages/flask/app.py", line 1509, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 107, in news
    ha, ia, ba, la = get_news(source)
  File "/home/imvickykumar999/pythonanywhere/flask_app.py", line 64, in get_news
    box = req.json()['articles']
KeyError: 'articles'
2023-12-06 06:38:10,159: Exception on / [GET]
Traceback (most recent call last):
